"Front","Back","Tags"
"<b>Bij condensatoren in serie + parallel geldt altijd:</b><br><br><b>A:</b> Serie vermindert Cv, parallel verhoogt Cv<br><b>B:</b> Serie verhoogt Cv, parallel vermindert Cv<br><b>C:</b> Beide verhogen Cv<br><b>D:</b> Beide verminderen Cv<br>","<b>✅ CORRECT ANTWOORD: Serie vermindert Cv, parallel verhoogt Cv</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Serie vermindert Cv, parallel verhoogt Cv</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Serie verhoogt Cv, parallel vermindert Cv</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Beide verhogen Cv</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Beide verminderen Cv</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;type::begrip;prioriteit::hoog"
"<b>Waarom neemt Cv toe als een serie-condensator kortsluit?</b><br><br><b>A:</b> Serie-schakeling wordt parallel-schakeling<br><b>B:</b> Meer platen beschikbaar<br><b>C:</b> Hogere spanning<br><b>D:</b> Lagere weerstand<br>","<b>✅ CORRECT ANTWOORD: Serie-schakeling wordt parallel-schakeling</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Serie-schakeling wordt parallel-schakeling</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Meer platen beschikbaar</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Hogere spanning</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Lagere weerstand</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::condensator;type::begrip;prioriteit::hoog"
"<b>In een toroïde met luchtspleet is de flux φ:</b><br><br><b>A:</b> Overal gelijk (serieschakeling R_mag)<br><b>B:</b> Groter in luchtspleet<br><b>C:</b> Kleiner in kernmateriaal<br><b>D:</b> Alleen in kern<br>","<b>✅ CORRECT ANTWOORD: Overal gelijk (serieschakeling R_mag)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Overal gelijk (serieschakeling R_mag)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Groter in luchtspleet</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Kleiner in kernmateriaal</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Alleen in kern</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>Waarom is flux φ overal gelijk in toroïde?</b><br><br><b>A:</b> Magnetische weerstanden in serie<br><b>B:</b> Symmetrie veldlijnen<br><b>C:</b> Wet van behoud<br><b>D:</b> Opties 1 en 2<br>","<b>✅ CORRECT ANTWOORD: Opties 1 en 2</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Opties 1 en 2</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Magnetische weerstanden in serie</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Symmetrie veldlijnen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Wet van behoud</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>Bij toroïde blijft magnetisch veld:</b><br><br><b>A:</b> Binnen de spoel (weinig strooiveld)<br><b>B:</b> Ver buiten spoel<br><b>C:</b> Symmetrisch verdeeld<br><b>D:</b> Onbepaald<br>","<b>✅ CORRECT ANTWOORD: Binnen de spoel (weinig strooiveld)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Binnen de spoel (weinig strooiveld)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Ver buiten spoel</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Symmetrisch verdeeld</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Onbepaald</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::spoel;type::begrip;prioriteit::hoog"
"<b>Bij zelfinductie is de spanning tegengesteld aan:</b><br><br><b>A:</b> Stroomverandering di/dt<br><b>B:</b> Stroom i<br><b>C:</b> Weerstand R<br><b>D:</b> Vermogen P<br>","<b>✅ CORRECT ANTWOORD: Stroomverandering di/dt</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Stroomverandering di/dt</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Stroom i</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Weerstand R</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Vermogen P</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::vermogen;topic::vermogen;type::begrip;prioriteit::examen-kritisch"
"<b>Bij gelijkspanning (DC) heeft een spoel:</b><br><br><b>A:</b> Alleen ohmse weerstand R<br><b>B:</b> Hoge impedantie<br><b>C:</b> Oneindige weerstand<br><b>D:</b> Reactantie X_L<br>","<b>✅ CORRECT ANTWOORD: Alleen ohmse weerstand R</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Alleen ohmse weerstand R</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Hoge impedantie</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Oneindige weerstand</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Reactantie X_L</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","topic::ohm;topic::spoel;topic::impedantie;topic::reactantie;type::begrip;prioriteit::examen-kritisch"
"<b>Thévenin spanning U_th is gelijk aan:</b><br><br><b>A:</b> Open-klem spanning U_AB<br><b>B:</b> Kortsluitspanning<br><b>C:</b> Helft van U_bron<br><b>D:</b> Gemiddelde spanning<br>","<b>✅ CORRECT ANTWOORD: Open-klem spanning U_AB</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 9 - Thévenin<br>
<b>📖 Holmes:</b> Hoofdstuk 3 §3.11<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
U_{th} serie met R_{th}<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Kortsluitspanning</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Helft van U_bron</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Gemiddelde spanning</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::thevenin;type::begrip;prioriteit::examen-kritisch"
"<b>Thévenin weerstand R_th bepaal je door:</b><br><br><b>A:</b> Bronnen kortsluiten + vervangingsweerstand<br><b>B:</b> U_open / I_kort<br><b>C:</b> R1 + R2<br><b>D:</b> Opties 1 en 2<br>","<b>✅ CORRECT ANTWOORD: Opties 1 en 2</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 9 - Thévenin<br>
<b>📖 Holmes:</b> Hoofdstuk 3 §3.11<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
U_{th} serie met R_{th}<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Bronnen kortsluiten + vervangingsweerstand</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: U_open / I_kort</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: R1 + R2</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::thevenin;type::begrip;prioriteit::examen-kritisch"
"<b>Bij maaswet zijn bronnen in serie:</b><br><br><b>A:</b> Spanningen optellen (let op polariteit!)<br><b>B:</b> Spanningen aftrekken<br><b>C:</b> Geen invloed<br><b>D:</b> Altijd kortsluiting<br>","<b>✅ CORRECT ANTWOORD: Spanningen optellen (let op polariteit!)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Spanningen optellen (let op polariteit!)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Spanningen aftrekken</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Geen invloed</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Altijd kortsluiting</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>Zonnepaneel 2m² bij 140 kWh/m²/jaar levert:</b><br><br><b>A:</b> 280 kWh/jaar<br><b>B:</b> 140 kWh/jaar<br><b>C:</b> 70 kWh/jaar<br><b>D:</b> 560 kWh/jaar<br>","<b>✅ CORRECT ANTWOORD: 280 kWh/jaar</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>280 kWh/jaar</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>140 kWh/jaar</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>70 kWh/jaar</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>560 kWh/jaar</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>Als 120 panelen (2m²) 33,6 MWh leveren, maar behoefte is 40 MWh, hoeveel extra panelen?</b><br><br><b>A:</b> 23 panelen (voor 6,4 MWh)<br><b>B:</b> 12 panelen<br><b>C:</b> 46 panelen<br><b>D:</b> 60 panelen<br>","<b>✅ CORRECT ANTWOORD: 23 panelen (voor 6,4 MWh)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>23 panelen (voor 6,4 MWh)</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>12 panelen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>46 panelen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>60 panelen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","type::begrip;prioriteit::hoog"
"<b>kWh/m²/jaar is een maat voor:</b><br><br><b>A:</b> Energie-opbrengst per oppervlak<br><b>B:</b> Vermogen<br><b>C:</b> Rendement<br><b>D:</b> Efficiency<br>","<b>✅ CORRECT ANTWOORD: Energie-opbrengst per oppervlak</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 10 - Energie<br>
<b>📖 Holmes:</b> Hoofdstuk 1 §1.9<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( E = P \cdot t \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Vermogen</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Rendement</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Efficiency</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::vermogen;topic::vermogen;type::begrip;prioriteit::examen-kritisch"
"<b>Bij cos φ verbetering van 0,75 naar 0,92 neemt S:</b><br><br><b>A:</b> Af (minder schijnbaar vermogen)<br><b>B:</b> Toe<br><b>C:</b> Blijft gelijk<br><b>D:</b> Wordt negatief<br>","<b>✅ CORRECT ANTWOORD: Af (minder schijnbaar vermogen)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 6 - Arbeidsfactor<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \cos\varphi = \frac{P}{S} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Toe</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Blijft gelijk</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Wordt negatief</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::vermogen;topic::vermogen;topic::arbeidsfactor;type::begrip;prioriteit::examen-kritisch"
"<b>Doel blindvermogencompensatie is:</b><br><br><b>A:</b> Lagere I bij zelfde P → minder verlies<br><b>B:</b> Hogere spanning<br><b>C:</b> Meer vermogen<br><b>D:</b> Betere veiligheid<br>","<b>✅ CORRECT ANTWOORD: Lagere I bij zelfde P → minder verlies</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Lagere I bij zelfde P → minder verlies</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Hogere spanning</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Meer vermogen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Betere veiligheid</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::vermogen;topic::vermogen;topic::compensatie;type::begrip;prioriteit::examen-kritisch"
"<b>Na compensatie met condensator wordt cos φ:</b><br><br><b>A:</b> Hoger (richting 1)<br><b>B:</b> Lager<br><b>C:</b> Negatief<br><b>D:</b> Onveranderd<br>","<b>✅ CORRECT ANTWOORD: Hoger (richting 1)</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 6 - Arbeidsfactor<br>
<b>📖 Holmes:</b> Hoofdstuk 7 §7.8<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \cos\varphi = \frac{P}{S} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Lager</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Negatief</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Onveranderd</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","topic::arbeidsfactor;topic::compensatie;topic::condensator;type::begrip;prioriteit::examen-kritisch"
"<b>Max. spanningsverlies bij driefase is vaak:</b><br><br><b>A:</b> 2% van U_fase<br><b>B:</b> 5% van U_lijn<br><b>C:</b> 10% van U_fase<br><b>D:</b> 1% van U_lijn<br>","<b>✅ CORRECT ANTWOORD: 2% van U_fase</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>2% van U_fase</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>5% van U_lijn</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>10% van U_fase</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>1% van U_lijn</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::driefase;type::begrip;prioriteit::examen-kritisch"
"<b>Voordeel van ijzeren transformatorkern:</b><br><br><b>A:</b> Koppelfactor k ≈ 1, hoger rendement<br><b>B:</b> Goedkoper<br><b>C:</b> Lichter<br><b>D:</b> Geen verliezen<br>","<b>✅ CORRECT ANTWOORD: Koppelfactor k ≈ 1, hoger rendement</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Sectie 10 - Rendement<br>
<b>📖 Holmes:</b> Hoofdstuk 1 §1.9<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
De correcte formule is:<br>
\( \eta = \frac{P_{uit}}{P_{in}} \)<br><br>
Deze formule komt direct van het <b>formuleblad</b> dat je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>B: Goedkoper</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>C: Lichter</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br><b>D: Geen verliezen</b><br>→ Dit is een andere formule (niet wat gevraagd wordt)<br><br>━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>🎯 EXAM TIP:</b><br>
Leer de formules op het formuleblad uit je hoofd, inclusief wanneer je welke gebruikt.<br>
","domain::transformator;topic::transformator;type::begrip;prioriteit::hoog"
"<b>Nadeel van ijzeren transformatorkern:</b><br><br><b>A:</b> Hystereseverliezen + wervelstromen<br><b>B:</b> Geen nadelen<br><b>C:</b> Lager rendement<br><b>D:</b> Instabiliteit<br>","<b>✅ CORRECT ANTWOORD: Hystereseverliezen + wervelstromen</b><br><br>
<b>📘 Formuleblad v3 2023:</b> Zie relevante sectie<br>
<b>📖 Holmes:</b> Zie cursusmateriaal<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>💡 UITLEG:</b><br><br>
Het juiste antwoord is: <b>Hystereseverliezen + wervelstromen</b><br><br>
Dit volgt uit de theorie en formules die je op het examen krijgt.<br><br>
━━━━━━━━━━━━━━━━━━━━━━━━━━━━<br><br>
<b>❌ WAAROM ANDERE ANTWOORDEN FOUT:</b><br><br><b>Geen nadelen</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Lager rendement</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br><b>Instabiliteit</b><br>→ Dit antwoord is niet correct volgens de theorie<br><br>","domain::transformator;topic::ster-driehoek;topic::transformator;type::begrip;prioriteit::hoog"
